actual_route,avg_latency_ms,avg_latency_us,baseline_no_retrain_avg_latency_ms,baseline_no_retrain_p95_latency_ms,baseline_no_retrain_recall,baseline_source_rel,bucket,candidate_count,candidate_count_passing_recall,candidate_count_total,case_id,chosen_L,configured_L,configured_route,cpu_affinity_allowed_cpus,cpu_cap,cpu_cap_enforced,cycle,cycle_idx,dest_prefix,elapsed_s,empty_count,evidence_source,fallback_count,flat_build_memory_gb,flat_pq_pivots,flat_threshold,graph_count,insert_threads,live_point_count,maintenance_prefix,max_rss_kb,max_threshold,mean_candidate_count,mean_cpu_us,mean_cpu_us1,mean_cpu_us2,mean_io_us,mean_n_4k,mean_n_cmps,mean_n_hops,mean_n_ios,mean_query_total_us,mean_read_size,mean_route_overhead_us,min_threshold,mode,online_flat_materialize,p50_latency_us,p95_cpu_us,p95_io_us,p95_latency_ms,p95_latency_us,p95_n_4k,p95_n_cmps,p95_n_hops,p95_n_ios,p95_query_total_us,p95_read_size,p99_latency_us,phase,points,pq_bytes,prefilter_count,process_max_rss_kb,qps,query_peak_delta_kb,query_peak_rss_kb,raw_command,recall,recall@10,route,rss_after_query_kb,rss_before_query_kb,search_l,selection_policy,selection_status,selector_type,serving_source,source_prefix,status,strategy_variant,supports_recall_claim,tau_m,threads,threshold_version,trigger_reasons,trigger_status,variant,wall_s
graph,8.387006126000001,8387.006126,,,,,u75,750000.0,9,22,cycle04_triggered_retrain_chain_intersect_u75,400,400,graph,0-15,16,True,chain_cycle04_triggered_retrain,4,,8.387254,0,chain_triggered_retrain,0,1,,10000,1000,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle04_triggered_retrain,1297208,119942,750000.0,20907.732,0.0,8003.626,0.0,410.031,20907.732,0.0,410.031,8068.137,1679486.976,22.939,119942,measure-dynamic-search,False,8321.643,26686.0,0.0,8.665895,8665.895,415.0,26686.0,0.0,415.0,8285.0,1699840.0,9081.761,chain,1000000,16,0,1297208,119.22854,11672,284628,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle04_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle04_triggered_retrain_intersect_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 400 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle04_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle04_triggered_retrain_intersect_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u75.spmat --selector-type intersect --query-limit 1000,98.19,98.19,graph,284628,272956,400,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,intersect,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle04_triggered_retrain,ok,triggered_retrain_chain,True,119942,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,8.387254
graph,6.362787496,6362.787496,,,,,u100,1000000.0,10,22,cycle04_triggered_retrain_chain_intersect_u100,300,300,graph,0-15,16,True,chain_cycle04_triggered_retrain,4,,6.363079,0,chain_triggered_retrain,0,1,,10000,1000,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle04_triggered_retrain,1297208,119942,1000000.0,17039.93,0.0,6030.075,0.0,310.775,17039.93,0.0,310.775,6087.943,1272934.4,18.841,119942,measure-dynamic-search,False,6325.38,21649.0,0.0,6.659549,6659.549,316.0,21649.0,0.0,316.0,6327.0,1294336.0,7042.818,chain,1000000,16,0,1297208,157.156618,13972,285364,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle04_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle04_triggered_retrain_intersect_u100.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 300 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle04_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle04_triggered_retrain_intersect_u100.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u100.spmat --selector-type intersect --query-limit 1000,98.01,98.01,graph,285364,271392,300,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,intersect,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle04_triggered_retrain,ok,triggered_retrain_chain,True,119942,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,6.363079
prefilter,7.075764028,7075.764028,,,,,u50,500000.0,9,22,cycle04_triggered_retrain_chain_range_u50,250,250,prefilter,0-15,16,True,chain_cycle04_triggered_retrain,4,,7.076074,0,chain_triggered_retrain,0,1,,10000,0,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle04_triggered_retrain,1297208,119942,500000.0,0.0,0.0,0.0,0.0,250.0,500000.0,0.0,250.0,7070.52,1024000.0,605.562,119942,measure-dynamic-search,False,7046.694,0.0,0.0,7.299078000000001,7299.078,250.0,500000.0,0.0,250.0,7295.0,1024000.0,7879.578,chain,1000000,16,1000,1297208,141.321304,1056,272320,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle04_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle04_triggered_retrain_range_u50.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route prefilter --search-l 250 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle04_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle04_triggered_retrain_range_u50.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_range_u50.spmat --selector-type range --query-limit 1000,98.08,98.08,prefilter,247912,271264,250,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,range,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle04_triggered_retrain,ok,triggered_retrain_chain,True,119942,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,7.076074
mixed,8.669265691,8669.265691,,,,,u75,750000.0,9,22,cycle04_triggered_retrain_chain_range_u75,400,400,graph,0-15,16,True,chain_cycle04_triggered_retrain,4,,8.66958,0,chain_triggered_retrain,1000,1,,10000,0,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle04_triggered_retrain,1297208,119942,750000.0,20908.561,0.0,8245.575,0.0,410.029,20908.561,0.0,410.029,8356.967,1679478.784,70.365,119942,measure-dynamic-search,False,8376.946,26686.0,0.0,8.731922,8731.922,416.0,26686.0,0.0,416.0,8333.0,1703936.0,9141.56,chain,1000000,16,0,1297208,115.345838,11368,282552,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle04_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle04_triggered_retrain_range_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 400 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle04_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle04_triggered_retrain_range_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_range_u75.spmat --selector-type range --query-limit 1000,98.19,98.19,graph,282552,271184,400,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,range,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle04_triggered_retrain,ok,triggered_retrain_chain,True,119942,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,8.66958
mixed,6.50328874,6503.28874,,,,,u100,1000000.0,10,22,cycle04_triggered_retrain_chain_range_u100,300,300,graph,0-15,16,True,chain_cycle04_triggered_retrain,4,,6.503553,0,chain_triggered_retrain,1000,1,,10000,0,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle04_triggered_retrain,1297208,119942,1000000.0,17038.562,0.0,6109.287,0.0,310.758,17038.562,0.0,310.758,6221.245,1272864.768,72.585,119942,measure-dynamic-search,False,6351.476,21649.0,0.0,8.442593,8442.593,316.0,21649.0,0.0,316.0,8252.0,1294336.0,9122.51,chain,1000000,16,0,1297208,153.762117,14108,285300,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle04_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle04_triggered_retrain_range_u100.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 300 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle04_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle04_triggered_retrain_range_u100.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_range_u100.spmat --selector-type range --query-limit 1000,98.01,98.01,graph,285300,271192,300,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,range,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle04_triggered_retrain,ok,triggered_retrain_chain,True,119942,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,6.503553
prefilter,7.126010559,7126.010559,,,,,u50,500000.0,7,22,cycle05_triggered_retrain_chain_intersect_u50,300,300,prefilter,0-15,16,True,chain_cycle05_triggered_retrain,5,,7.126306,0,chain_triggered_retrain,0,1,,10000,0,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle05_triggered_retrain,1331944,119935,500000.0,0.0,0.0,0.0,0.0,300.0,500000.0,0.0,300.0,7121.918,1228800.0,562.172,119935,measure-dynamic-search,False,7096.768,0.0,0.0,7.358408000000001,7358.408,300.0,500000.0,0.0,300.0,7354.0,1228800.0,7865.598,chain,1000000,16,1000,1331944,140.325153,1180,272352,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle05_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle05_triggered_retrain_intersect_u50.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route prefilter --search-l 300 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle05_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle05_triggered_retrain_intersect_u50.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u50.spmat --selector-type intersect --query-limit 1000,98.49,98.49,prefilter,272352,271172,300,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,intersect,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle05_triggered_retrain,ok,triggered_retrain_chain,True,119935,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,7.126306
graph,8.273065268,8273.065268,,,,,u75,750000.0,9,22,cycle05_triggered_retrain_chain_intersect_u75,400,400,graph,0-15,16,True,chain_cycle05_triggered_retrain,5,,8.273371,0,chain_triggered_retrain,0,1,,10000,1000,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle05_triggered_retrain,1331944,119935,750000.0,21266.214,0.0,7880.596,0.0,410.792,21266.214,0.0,410.792,7948.182,1682604.032,24.294,119935,measure-dynamic-search,False,8232.385,27258.0,0.0,8.525371999999999,8525.372,417.0,27258.0,0.0,417.0,8193.0,1708032.0,9064.193,chain,1000000,16,0,1331944,120.869711,11472,282708,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle05_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle05_triggered_retrain_intersect_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 400 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle05_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle05_triggered_retrain_intersect_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u75.spmat --selector-type intersect --query-limit 1000,98.54,98.54,graph,282708,271236,400,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,intersect,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle05_triggered_retrain,ok,triggered_retrain_chain,True,119935,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,8.273371
graph,6.356261268,6356.261268,,,,,u100,1000000.0,10,22,cycle05_triggered_retrain_chain_intersect_u100,300,300,graph,0-15,16,True,chain_cycle05_triggered_retrain,5,,6.356531,0,chain_triggered_retrain,0,1,,10000,1000,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle05_triggered_retrain,1331944,119935,1000000.0,17343.624,0.0,6019.463,0.0,311.538,17343.624,0.0,311.538,6077.467,1276059.648,19.037,119935,measure-dynamic-search,False,6290.975,21793.0,0.0,6.574344,6574.344,318.0,21793.0,0.0,318.0,6257.0,1302528.0,7000.167,chain,1000000,16,0,1331944,157.3185,13008,284196,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle05_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle05_triggered_retrain_intersect_u100.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 300 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle05_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle05_triggered_retrain_intersect_u100.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u100.spmat --selector-type intersect --query-limit 1000,98.24,98.24,graph,284196,271188,300,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,intersect,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle05_triggered_retrain,ok,triggered_retrain_chain,True,119935,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,6.356531
prefilter,7.0548748670000005,7054.874867,,,,,u50,500000.0,7,22,cycle05_triggered_retrain_chain_range_u50,300,300,prefilter,0-15,16,True,chain_cycle05_triggered_retrain,5,,7.055192,0,chain_triggered_retrain,0,1,,10000,0,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle05_triggered_retrain,1331944,119935,500000.0,0.0,0.0,0.0,0.0,300.0,500000.0,0.0,300.0,7049.563,1228800.0,590.449,119935,measure-dynamic-search,False,7034.256,0.0,0.0,7.429792,7429.792,300.0,500000.0,0.0,300.0,7424.0,1228800.0,7863.756,chain,1000000,16,1000,1331944,141.739589,988,272136,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle05_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle05_triggered_retrain_range_u50.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route prefilter --search-l 300 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle05_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle05_triggered_retrain_range_u50.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_range_u50.spmat --selector-type range --query-limit 1000,98.49,98.49,prefilter,247664,271148,300,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,range,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle05_triggered_retrain,ok,triggered_retrain_chain,True,119935,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,7.055192
mixed,8.406848715,8406.848715,,,,,u75,750000.0,9,22,cycle05_triggered_retrain_chain_range_u75,400,400,graph,0-15,16,True,chain_cycle05_triggered_retrain,5,,8.407105,0,chain_triggered_retrain,1000,1,,10000,0,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle05_triggered_retrain,1331944,119935,750000.0,21266.715,0.0,7983.149,0.0,410.797,21266.715,0.0,410.797,8088.914,1682624.512,65.098,119935,measure-dynamic-search,False,8300.277,27258.0,0.0,8.577449,8577.449,417.0,27258.0,0.0,417.0,8207.0,1708032.0,9017.951,chain,1000000,16,0,1331944,118.947014,11572,284772,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle05_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle05_triggered_retrain_range_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 400 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle05_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle05_triggered_retrain_range_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_range_u75.spmat --selector-type range --query-limit 1000,98.54,98.54,graph,284772,273200,400,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,range,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle05_triggered_retrain,ok,triggered_retrain_chain,True,119935,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,8.407105
